FACILITY CODE,STOCK CODE,ISIN CODE,STOCK NAME,ISSUER NAME,PRINCIPLE,BOND TYPE,BOND CLASS,RATING,RATING AGENCY,ISSUE DATE,MATURITY DATE,EXPECTED MATURITY DATE,DAY COUNT BASIS,COUPON FREQUENCY,FIRST PAYMENT DATE,PREVIOUS PAYMENT DATE,PREVIOUS COUPON RATE,NEXT PAYMENT DATE,NEXT COUPON RATE,FACILITY AMOUNT/FACILITY LIMIT(MYR MIL),FACILITY OUTSTANDING AMOUNT(MYR MIL),BOND ISSUE AMOUNT(MYR MIL),BOND CURRENT OUTSTANDING AMOUNT(MYR MIL),REMAINING TENURE,ISSUER FACILITY LIMIT(MYR MIL),ISSUER OUTSTANDING AMOUNT(MYR MIL),ISLAMIC CONCEPT,SECTOR,RATING EFFECTIVE DATE,CALLABLE/PUTTABLE,CONVERTIBLE/EXCHANGABLE,RATING ACTION
201200042,VS130277,MYBVS1302773,DANAINFRA IMTN 4.580% 31.10.2028 - Tranche No 11,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,31-OCT-2013,31-OCT-2028,,ACT365,2,30-APR-2014,30-APR-2020,4.58,30-OCT-2020,4.58,61000,59620,600,600,10Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VN180330,MYBVN1803300,DANAINFRA IMTN 4.470% 24.11.2028 - Tranche No 81,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,26-NOV-2018,24-NOV-2028,,ACT365,2,27-MAY-2019,27-MAY-2020,4.47,26-NOV-2020,4.47,61000,59620,740,740,10Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VN190070,MYBVN1900700,DANAINFRA IMTN 4.080% 30.03.2029 - Tranche No 86,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,01-APR-2019,30-MAR-2029,,ACT365,2,01-OCT-2019,01-APR-2020,4.08,01-OCT-2020,4.08,61000,59620,400,400,10Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS140100,MYBVS1401005,DANAINFRA IMTN 5.030% 20.04.2029 - Tranche No 16,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-APR-2014,20-APR-2029,,ACT365,2,21-OCT-2014,21-APR-2020,5.03,21-OCT-2020,5.03,61000,59620,200,200,10Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS140198,MYBVS1401989,DANAINFRA IMTN 4.760% 24.07.2029 - Tranche No 22,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,24-JUL-2014,24-JUL-2029,,ACT365,2,26-JAN-2015,24-JUL-2020,4.76,25-JAN-2021,4.76,61000,59620,400,400,10Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VN190271,MYBVN1902714,DANAINFRA IMTN 3.690% 27.11.2029 - Tranche No 92,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,27-NOV-2019,27-NOV-2029,,ACT365,2,27-MAY-2020,27-MAY-2020,3.69,27-NOV-2020,3.69,61000,59620,370,370,10Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS140363,MYBVS1403639,DANAINFRA IMTN 4.670% 27.11.2029 - Tranche No 27,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,27-NOV-2014,27-NOV-2029,,ACT365,2,27-MAY-2015,27-MAY-2020,4.67,27-NOV-2020,4.67,61000,59620,300,300,10Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS150049,MYBVS1500491,DANAINFRA IMTN 4.610% 05.04.2030 - Tranche No 33,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,06-APR-2015,05-APR-2030,,ACT365,2,06-OCT-2015,06-APR-2020,4.61,06-OCT-2020,4.61,61000,59620,300,300,10Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VN200075,MYBVN2000757,DANAINFRA IMTN 3.010% 20.05.2030 - Tranche No 98,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,20-MAY-2020,20-MAY-2030,,ACT365,2,20-NOV-2020,,,20-NOV-2020,3.01,61000,59620,600,600,10Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS150255,MYBVS1502554,DANAINFRA IMTN 4.820% 12.11.2030 - Tranche No 39,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,12-NOV-2015,12-NOV-2030,,ACT365,2,12-MAY-2016,12-MAY-2020,4.82,12-NOV-2020,4.82,61000,59620,250,250,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS160128,MYBVS1601281,DANAINFRA IMTN 4.570% 02.05.2031 - Tranche No 45,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,03-MAY-2016,02-MAY-2031,,ACT365,2,03-NOV-2016,04-MAY-2020,4.57,03-NOV-2020,4.57,61000,59620,700,700,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS160320,MYBVS1603204,DANAINFRA IMTN 4.480% 20.10.2031 - Tranche No 51,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,20-OCT-2016,20-OCT-2031,,ACT365,2,20-APR-2017,20-APR-2020,4.48,20-OCT-2020,4.48,61000,59620,700,700,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS170119,MYBVS1701198,DANAINFRA IMTN 4.950% 19.03.2032 - Tranche No 58,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-MAR-2017,19-MAR-2032,,ACT365,2,21-SEP-2017,23-MAR-2020,4.95,21-SEP-2020,4.95,61000,59620,1065,1065,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS170161,MYBVS1701610,DANAINFRA IMTN 4.890% 25.05.2032 - Tranche No 64,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,25-MAY-2017,25-MAY-2032,,ACT365,2,27-NOV-2017,27-MAY-2020,4.89,25-NOV-2020,4.89,61000,59620,700,700,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS170376,MYBVS1703764,DANAINFRA IMTN 4.900% 16.11.2032 - Tranche No 70,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,16-NOV-2017,16-NOV-2032,,ACT365,2,16-MAY-2018,18-MAY-2020,4.9,16-NOV-2020,4.9,61000,59620,500,500,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX130074,MYBVX1300744,DANAINFRA IMTN 4.380% 08.02.2033 - Tranche No 8,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,08-FEB-2013,08-FEB-2033,,ACT365,2,12-AUG-2013,10-FEB-2020,4.38,10-AUG-2020,4.38,61000,59620,400,400,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS180071,MYBVS1800719,DANAINFRA IMTN 4.900% 21.02.2033 - Tranche No 74,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-FEB-2018,21-FEB-2033,,ACT365,2,21-AUG-2018,21-FEB-2020,4.9,21-AUG-2020,4.9,61000,59620,300,300,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX130278,MYBVX1302781,DANAINFRA IMTN 4.800% 31.10.2033 - Tranche No 12,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,31-OCT-2013,31-OCT-2033,,ACT365,2,30-APR-2014,30-APR-2020,4.8,30-OCT-2020,4.8,61000,59620,900,900,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS180331,MYBVS1803317,DANAINFRA IMTN 4.800% 25.11.2033 - Tranche No 82,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,26-NOV-2018,25-NOV-2033,,ACT365,2,27-MAY-2019,27-MAY-2020,4.8,26-NOV-2020,4.8,61000,59620,270,270,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS190071,MYBVS1900717,DANAINFRA IMTN 4.300% 31.03.2034 - Tranche No 87,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,01-APR-2019,31-MAR-2034,,ACT365,2,01-OCT-2019,01-APR-2020,4.3,01-OCT-2020,4.3,61000,59620,800,800,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX140101,MYBVX1401013,DANAINFRA IMTN 5.250% 21.04.2034 - Tranche No 17,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-APR-2014,21-APR-2034,,ACT365,2,21-OCT-2014,21-APR-2020,5.25,21-OCT-2020,5.25,61000,59620,300,300,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX140199,MYBVX1401997,DANAINFRA IMTN 4.930% 24.07.2034 - Tranche No 23,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,24-JUL-2014,24-JUL-2034,,ACT365,2,26-JAN-2015,24-JUL-2020,4.93,25-JAN-2021,4.93,61000,59620,500,500,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX140364,MYBVX1403647,DANAINFRA IMTN 4.790% 27.11.2034 - Tranche No 28,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,27-NOV-2014,27-NOV-2034,,ACT365,2,27-MAY-2015,27-MAY-2020,4.79,27-NOV-2020,4.79,61000,59620,500,500,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS190272,MYBVS1902721,DANAINFRA IMTN 3.930% 27.11.2034 - Tranche No 93,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,27-NOV-2019,27-NOV-2034,,ACT365,2,27-MAY-2020,27-MAY-2020,3.93,27-NOV-2020,3.93,61000,59620,870,870,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX150048,MYBVX1500483,DANAINFRA IMTN 4.790% 06.04.2035 - Tranche No 34,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,06-APR-2015,06-APR-2035,,ACT365,2,06-OCT-2015,06-APR-2020,4.79,06-OCT-2020,4.79,61000,59620,300,300,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VS200076,MYBVS2000764,DANAINFRA IMTN 3.270% 18.05.2035 - Tranche No 99,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,20-MAY-2020,18-MAY-2035,,ACT365,2,20-NOV-2020,,,20-NOV-2020,3.27,61000,59620,600,600,15Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX150256,MYBVX1502562,DANAINFRA IMTN 4.910% 12.11.2035 - Tranche No 40,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,12-NOV-2015,12-NOV-2035,,ACT365,2,12-MAY-2016,12-MAY-2020,4.91,12-NOV-2020,4.91,61000,59620,400,400,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX160129,MYBVX1601299,DANAINFRA IMTN 4.760% 02.05.2036 - Tranche No 46,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,03-MAY-2016,02-MAY-2036,,ACT365,2,03-NOV-2016,04-MAY-2020,4.76,03-NOV-2020,4.76,61000,59620,500,500,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX160321,MYBVX1603212,DANAINFRA IMTN 4.650% 20.10.2036 - Tranche No 52,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,20-OCT-2016,20-OCT-2036,,ACT365,2,20-APR-2017,20-APR-2020,4.65,20-OCT-2020,4.65,61000,59620,800,800,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VV190072,MYBVV1900729,DANAINFRA IMTN 4.530% 01.04.2037 - Tranche No 88,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,01-APR-2019,01-APR-2037,,ACT365,2,01-OCT-2019,01-APR-2020,4.53,01-OCT-2020,4.53,61000,59620,600,600,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX170162,MYBVX1701628,DANAINFRA IMTN 5.100% 25.05.2037 - Tranche No 65,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,25-MAY-2017,25-MAY-2037,,ACT365,2,27-NOV-2017,27-MAY-2020,5.1,25-NOV-2020,5.1,61000,59620,350,350,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX180072,MYBVX1800727,DANAINFRA IMTN 5.110% 19.02.2038 - Tranche No 75,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-FEB-2018,19-FEB-2038,,ACT365,2,21-AUG-2018,21-FEB-2020,5.11,21-AUG-2020,5.11,61000,59620,1500,1500,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ130279,MYBVZ1302794,DANAINFRA IMTN 5.100% 29.10.2038 - Tranche No 13,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,31-OCT-2013,29-OCT-2038,,ACT365,2,30-APR-2014,30-APR-2020,5.1,30-OCT-2020,5.1,61000,59620,300,300,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX180332,MYBVX1803325,DANAINFRA IMTN 5.000% 26.11.2038 - Tranche No 83,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,26-NOV-2018,26-NOV-2038,,ACT365,2,27-MAY-2019,27-MAY-2020,5,26-NOV-2020,5,61000,59620,520,520,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ140102,MYBVZ1401026,DANAINFRA IMTN 5.380% 21.04.2039 - Tranche No 18,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-APR-2014,21-APR-2039,,ACT365,2,21-OCT-2014,21-APR-2020,5.38,21-OCT-2020,5.38,61000,59620,700,700,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ140200,MYBVZ1402008,DANAINFRA IMTN 5.140% 22.07.2039 - Tranche No 24,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,24-JUL-2014,22-JUL-2039,,ACT365,2,26-JAN-2015,24-JUL-2020,5.14,25-JAN-2021,5.14,61000,59620,400,400,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX190273,MYBVX1902739,DANAINFRA IMTN 4.050% 25.11.2039 - Tranche No 94,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,27-NOV-2019,25-NOV-2039,,ACT365,2,27-MAY-2020,27-MAY-2020,4.05,27-NOV-2020,4.05,61000,59620,280,280,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ140365,MYBVZ1403659,DANAINFRA IMTN 4.980% 25.11.2039 - Tranche No 29,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,27-NOV-2014,25-NOV-2039,,ACT365,2,27-MAY-2015,27-MAY-2020,4.98,27-NOV-2020,4.98,61000,59620,400,400,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ150047,MYBVZ1500470,DANAINFRA IMTN 4.950% 06.04.2040 - Tranche No 35,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,06-APR-2015,06-APR-2040,,ACT365,2,06-OCT-2015,06-APR-2020,4.95,06-OCT-2020,4.95,61000,59620,1000,1000,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VX200077,MYBVX2000772,DANAINFRA IMTN 3.570% 18.05.2040 - Tranche No 100,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,20-MAY-2020,18-MAY-2040,,ACT365,2,20-NOV-2020,,,20-NOV-2020,3.57,61000,59620,600,600,20Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ150257,MYBVZ1502575,DANAINFRA IMTN 5.040% 12.11.2040 - Tranche No 41,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,12-NOV-2015,12-NOV-2040,,ACT365,2,12-MAY-2016,12-MAY-2020,5.04,12-NOV-2020,5.04,61000,59620,800,800,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ160130,MYBVZ1601302,DANAINFRA IMTN 4.850% 03.05.2041 - Tranche No 47,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,03-MAY-2016,03-MAY-2041,,ACT365,2,03-NOV-2016,04-MAY-2020,4.85,03-NOV-2020,4.85,61000,59620,1000,1000,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ160322,MYBVZ1603225,DANAINFRA IMTN 4.780% 18.10.2041 - Tranche No 53,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,20-OCT-2016,18-OCT-2041,,ACT365,2,20-APR-2017,20-APR-2020,4.78,20-OCT-2020,4.78,61000,59620,1000,1000,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ170120,MYBVZ1701201,DANAINFRA IMTN 5.100% 21.03.2042 - Tranche No 59,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-MAR-2017,21-MAR-2042,,ACT365,2,21-SEP-2017,23-MAR-2020,5.1,21-SEP-2020,5.1,61000,59620,285,285,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ170163,MYBVZ1701631,DANAINFRA IMTN 5.200% 23.05.2042 - Tranche No 66,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,25-MAY-2017,23-MAY-2042,,ACT365,2,27-NOV-2017,27-MAY-2020,5.2,25-NOV-2020,5.2,61000,59620,780,780,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ170377,MYBVZ1703777,DANAINFRA IMTN 5.220% 14.11.2042 - Tranche No 71,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,16-NOV-2017,14-NOV-2042,,ACT365,2,16-MAY-2018,18-MAY-2020,5.22,16-NOV-2020,5.22,61000,59620,600,600,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ180073,MYBVZ1800730,DANAINFRA IMTN 5.240% 20.02.2043 - Tranche No 76,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-FEB-2018,20-FEB-2043,,ACT365,2,21-AUG-2018,21-FEB-2020,5.24,21-AUG-2020,5.24,61000,59620,1000,1000,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ190073,MYBVZ1900738,DANAINFRA IMTN 4.720% 01.04.2043 - Tranche No 89,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,01-APR-2019,01-APR-2043,,ACT365,2,01-OCT-2019,01-APR-2020,4.72,01-OCT-2020,4.72,61000,59620,500,500,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ140103,MYBVZ1401034,DANAINFRA IMTN 5.510% 21.04.2044 - Tranche No 19,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-APR-2014,21-APR-2044,,ACT365,2,21-OCT-2014,21-APR-2020,5.51,21-OCT-2020,5.51,61000,59620,400,400,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ140201,MYBVZ1402016,DANAINFRA IMTN 5.290% 22.07.2044 - Tranche No 25,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,24-JUL-2014,22-JUL-2044,,ACT365,2,26-JAN-2015,24-JUL-2020,5.29,25-JAN-2021,5.29,61000,59620,500,500,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ190274,MYBVZ1902742,DANAINFRA IMTN 4.170% 25.11.2044 - Tranche No 95,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,27-NOV-2019,25-NOV-2044,,ACT365,2,27-MAY-2020,27-MAY-2020,4.17,27-NOV-2020,4.17,61000,59620,265,265,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ140366,MYBVZ1403667,DANAINFRA IMTN 5.160% 25.11.2044 - Tranche No 30,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,27-NOV-2014,25-NOV-2044,,ACT365,2,27-MAY-2015,27-MAY-2020,5.16,27-NOV-2020,5.16,61000,59620,500,500,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ150046,MYBVZ1500462,DANAINFRA IMTN 5.05% 06.04.2045 - Tranche No 36,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,06-APR-2015,06-APR-2045,,ACT365,2,06-OCT-2015,06-APR-2020,5.05,06-OCT-2020,5.05,61000,59620,1000,1000,25Y,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ150258,MYBVZ1502583,DANAINFRA IMTN 5.150% 10.11.2045 - Tranche No 42,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,12-NOV-2015,10-NOV-2045,,ACT365,2,12-MAY-2016,12-MAY-2020,5.15,12-NOV-2020,5.15,61000,59620,800,800,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ160131,MYBVZ1601310,DANAINFRA IMTN 5.020% 03.05.2046 - Tranche No 48,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,03-MAY-2016,03-MAY-2046,,ACT365,2,03-NOV-2016,04-MAY-2020,5.02,03-NOV-2020,5.02,61000,59620,1000,1000,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ160323,MYBVZ1603233,DANAINFRA IMTN 4.950% 19.10.2046 - Tranche No 54,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,20-OCT-2016,19-OCT-2046,,ACT365,2,20-APR-2017,20-APR-2020,4.95,20-OCT-2020,4.95,61000,59620,1000,1000,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ170121,MYBVZ1701219,DANAINFRA IMTN 5.180% 21.03.2047 - Tranche No 60,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-MAR-2017,21-MAR-2047,,ACT365,2,21-SEP-2017,23-MAR-2020,5.18,21-SEP-2020,5.18,61000,59620,290,290,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ170164,MYBVZ1701649,DANAINFRA IMTN 5.250% 24.05.2047 - Tranche No 67,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,25-MAY-2017,24-MAY-2047,,ACT365,2,27-NOV-2017,27-MAY-2020,5.25,25-NOV-2020,5.25,61000,59620,720,720,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ170378,MYBVZ1703785,DANAINFRA IMTN 5.350% 15.11.2047 - Tranche No 72,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,16-NOV-2017,15-NOV-2047,,ACT365,2,16-MAY-2018,18-MAY-2020,5.35,16-NOV-2020,5.35,61000,59620,900,900,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ180074,MYBVZ1800748,DANAINFRA IMTN 5.360% 21.02.2048 - Tranche No 77,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,21-FEB-2018,21-FEB-2048,,ACT365,2,21-AUG-2018,21-FEB-2020,5.36,21-AUG-2020,5.36,61000,59620,500,500,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ190074,MYBVZ1900746,DANAINFRA IMTN 4.820% 01.04.2048 - Tranche No 90,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,01-APR-2019,01-APR-2048,,ACT365,2,01-OCT-2019,01-APR-2020,4.82,01-OCT-2020,4.82,61000,59620,800,800,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ180333,MYBVZ1803338,DANAINFRA IMTN 5.170% 26.11.2048 - Tranche No 84,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,26-NOV-2018,26-NOV-2048,,ACT365,2,27-MAY-2019,27-MAY-2020,5.17,26-NOV-2020,5.17,61000,59620,755,755,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ190275,MYBVZ1902759,DANAINFRA IMTN 4.290% 26.11.2049 - Tranche No 96,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,27-NOV-2019,26-NOV-2049,,ACT365,2,27-MAY-2020,27-MAY-2020,4.29,27-NOV-2020,4.29,61000,59620,310,310,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
201200042,VZ200078,MYBVZ2000785,DANAINFRA IMTN 3.890% 20.05.2050 - Tranche No 101,DanaInfra Nasional Berhad,ISLAMIC,Fixed Rate Bond,Quasi-Govt,NR(LT),,20-MAY-2020,20-MAY-2050,,ACT365,2,20-NOV-2020,,,20-NOV-2020,3.89,61000,59620,600,600,25Y+,74000,67620,MURABAHAH,"FINANCIAL SERVICES",,N,N,
